,id,Beds,Baths,Car,Lot,Valuation,SateType1,SaleType2,DateSold1,DateSold2,SoldPrice1,SoldPrice2,Picture,Blob
123,222477,4,2,2,778, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/UpWwDJGdRagMA4OsSomdX24O-nY3oT1Yg0ZuTGOZ-j81/1-belrose-place-prospect-nsw-2148_img0.jpg,"1 Belrose Place, Prospect 2148 NSW is a house. It has 4 bedrooms and 2 bathrooms. The size of this block is 778 sqm. According to our data, this was last sold for $580,000 in April 2012. "
124,2767793,2,1,1,0, , ,Private Sale            , ,Dec 1993            , ,"$135,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/lkMv7-lpH7l-2V2InnQZjjp8eBHizwkoQx955SoNfsQ1/5-24-factory-street-north-parramatta-nsw-2151_img0.jpg,"5/24 Factory Street, North Parramatta 2151 NSW is a unit. It has 2 bedrooms and 1 bathroom. The last time this property sold was in December 1993 for $135,000. "
125,1306989,3,1,2,525, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/-5FvJ2RH3LP9w8JIav-T81cIjOjtTwyBZTVVZaf47HA1/19-bourke-street-north-parramatta-nsw-2151_img0.jpg,"19 Bourke Street, North Parramatta 2151 NSW is a house. It has 3 bedrooms and 1 bathroom. This property is on a 525 square metre block of land. According to our records, this last sold for $460,000 in October 2005. "
126,2087943,2,2,1,0,"$638,667", , , , , , ,https://p360images.realestateview.com.au/default/1711-45-macquarie-street-parramatta-nsw-2150-xl,This is a unit in Parramatta with 2 bedrooms and 2 bathrooms. Its postcode is 2150. 
127,37155,4,2,3,756,"$944,167",Private Sale            ,Private Sale            ,May 2018            ,May 2001            ,"$286,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/0mO4i6zJdx7rWLnkeG1NAkuSV7Pt-bFzFHG_FWUjiXE1/19-ellis-place-kings-langley-nsw-2147_img0.jpg,"19 Ellis Place, Kings Langley 2147 NSW is a house. It has 4 bedrooms and 2 bathrooms. This is on a 756 sqm block of land. In May 2001 this home sold for $286,000. "
128,4102140,2,2,1,0, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/BfaV1C8UlBl0MjaY5tR9d-kKNL522m9BxTPooB0B5B41/59-14-16-campbell-street-northmead-nsw-2152_img0.jpg,"59/14-16 Campbell Street is a unit in Northmead with 2 bedrooms and 2 bathrooms. Its postcode is 2152. The last time this property sold was in July 2012 for $380,000. "
129,4119991,3,2,2,0,"$720,333", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/B_HZMIqvVPWcdH9uHJncd6QVueJDWrHb0LXQXuYbGDA1/96-columbia-road-seven-hills-nsw-2147_img0.jpg,"96 Columbia Road, Seven Hills 2147 NSW is a house with 3 bedrooms and 2 bathrooms. Its land area is 532 sqm. This house last sold for $745,000 in April 2017. "
130,675067,2,2,1,0, ,Private Sale            , ,Aug 2018            , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/zNz3SGoCFHAKR2aczDy6jnaWz29A1JLONJZHtH3ezWI1/8-59-61-marsden-street-parramatta-nsw-2150_img0.jpg,"8/59-61 Marsden Street, Parramatta 2150 NSW is a unit with 2 bedrooms and 2 bathrooms. According to our records, this was last sold for $595,000 in August 2018. "
131,1002825,2,2,1,0, , ,Private Sale            , ,Sep 2011            , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/o6F6H4aSt1LpVtMiZlf5VK8KSNG-RRBCmlrF5aI3-Gc1/6-80-82-metella-road-toongabbie-nsw-2146_img0.jpg,"6/80-82 Metella Road, Toongabbie 2146 NSW is a unit. This property has 2 bedrooms and 2 bathrooms. Our records show that this was last sold in September 2011 for $370,000. "
132,1828727,3,3,1,559,"$676,000", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/WxlwUMfy-_HexvdlvIML1LSsLBoYwvw_Y9oAKMeMe2I1/3-alam-street-blacktown-nsw-2148_img0.jpg,"This is a house in Blacktown, 2148 with 3 bedrooms and 3 bathrooms. The block size is 559 sqm. 3 Alam Street last sold for $667,000 in 2015. "
133,1613219,3,2,2,607,"$774,333", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/bhMDerl-N52bgfzRazuNtrULv8w-mtlYEMohngw6Rk01/21-willmot-avenue-toongabbie-nsw-2146_img0.jpg,"21 Willmot Avenue, Toongabbie 2146 NSW is a house. This property has 3 bedrooms and 2 bathrooms. The block size is 607 square metres. According to our data, this last sold for $346,000 in April 2006. "
134,3509989,4,2,2,737,"$925,000", ,Private Sale            , ,Sep 2007            , ,"$519,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/kxrTwf1gGwyOBBkTXGePP61PzoxeyfUBeU4x6CrLY-w1/14-simpson-place-kings-langley-nsw-2147_img0.jpg,"14 Simpson Place, Kings Langley 2147 NSW is a house with 4 bedrooms and 2 bathrooms. The land area of this property is 737 sqm. It last sold for $519,000 in September 2007. "
135,68376,1,1,1,0, ,Private Sale            ,Private Sale            ,Aug 2015            ,Jun 2012            ,"$371,000            ","$255,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/qCMIcEkPE2NDYSnKIEUIu5ooSA2h2bsslDBF_DGxOus1/305-1-griffiths-street-blacktown-nsw-2148_img0.jpg,"This is a unit in Blacktown with 1 bedroom and 1 bathroom. Its postcode is 2148. Last time it sold, it went for $371,000, which was in August 2015. "
136,68349,3,1,4,555, ,Private Sale            , ,Jul 2018            , ,Price, ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/3QLR7Bd7-wV81F1Kg71HwRpOYOQopALTycEHdBSmzKM1/4-prospect-street-blacktown-nsw-2148_img0.jpg,4 Prospect Street is a house in Blacktown with 3 bedrooms and 1 bathroom. Its postcode is 2148. The land area of this property is 555 square metres. 
137,3028517,0,0,0,467, ,Private Sale            , ,Apr 1998            , ,"$153,000            ", ,https://p360images.realestateview.com.au/default/7-pemberton-street-parramatta-nsw-2150-xl,"This is on a 467 sqm block of land. This house was last sold for $153,000 in April 1998. "
138,3536947,4,1,2,1138, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/sO9oCA8l-Chp_PujL2WkPvWskutib0r-vDYx0kQ6Wm81/31-glenn-avenue-northmead-nsw-2152_img0.jpg,"31 Glenn Avenue, Northmead 2152 NSW is a house. It has 4 bedrooms and 1 bathroom. It is on a block of land that is 1116 square metres. Last time it sold, it went for $91,000, which was in 1985. "
139,37145,5,3,2,711, ,Private Sale            ,Private Sale            ,Jun 2018            ,Feb 2011            ,"$570,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/nwbY7DJYTBXHPl4OmtMoFcQrMEneVHBdRX1px0YK-Rs1/15-joseph-banks-drive-kings-langley-nsw-2147_img0.jpg,"15 Joseph Banks Drive, Kings Langley 2147 NSW is a house with 5 bedrooms and 3 bathrooms. Its land area is 711 square metres. When it last sold in 2011, it went for $570,000. "
140,4149617,3,3,2,0, ,Private Sale            , ,Sep 1985            , ,"$58,000            ", ,https://p360images.realestateview.com.au/default/55-ross-street-north-parramatta-nsw-2151-xl,"The land area of this property is 599 square metres. Last time it sold, it went for $58,000, which was in September 1985. "
141,1032916,2,1,1,0, , ,Private Sale            , ,Sep 2009            , ,"$305,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/JB_6JsXsEDeLksXLt2WwH5SwPS_wdqq8mQkzTLB_SX81/24-2-bruce-street-blacktown-nsw-2148_img0.jpg,"24/2 Bruce Street is a unit in Blacktown with 2 bedrooms and 1 bathroom. Its postcode is 2148. The last sold price we have on record for this address is $305,000 which is from September 2009. "
142,3447687,4,1,1,693, ,Private Sale            , ,Jan 2019            , ,"$730,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/uT-u5orcVLWdQG70LlnDUPNfQEzlSARNROZ9w5lo-5Y1/69-lamonerie-street-toongabbie-nsw-2146_img0.jpg,69 Lamonerie Street is a house in Toongabbie with 4 bedrooms and 1 bathroom. Its postcode is 2146. This is on a 693 sqm block of land. 
143,2872414,3,1,2,596,"$582,167",Private Sale            , ,Mar 2004            , ,"$358,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/WpuyXOH2rgoqxUTU8mFi7RYoaEW4Esz0SS8iW4UEj141/22-merlin-street-blacktown-nsw-2148_img0.jpg,"This is a house in Blacktown with 3 bedrooms and 1 bathroom. Its postcode is 2148. It is on a block of land that is 596 sqm. In March 2004 this address sold for $358,000. "
144,4088407,4,2,3,548,"$718,109",Private Sale            , ,Jun 2018            , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/TIQvjQv2Y-8iA42cvf59Vc1sBsju5iVziC9cULXDreo1/10-fursorb-street-marayong-nsw-2148_img0.jpg,"This is a house in Marayong, 2148 with 4 bedrooms and 2 bathrooms. This property is on a 548 square metre block of land. It last sold for $705,000 in June 2018. "
145,4105549,4,2,2,555,"$812,000", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/w0sBOqwb5lPvT6MGMmV-o54t65GNXR4_L6uR2bHQwyE1/5-hudson-street-seven-hills-nsw-2147_img0.jpg,"5 Hudson Street, Seven Hills 2147 NSW is a house. This property has 4 bedrooms and 2 bathrooms. The land area of this property is 555 square metres. "
146,51086,3,1,0,0, ,Private Sale            ,Private Sale            ,Oct 2008            ,Jul 1994            ,"$375,000            ","$182,000            ",https://p360images.realestateview.com.au/default/2-89-hammers-road-northmead-nsw-2152-xl,"This is a unit in Northmead, 2152 with 3 bedrooms and 1 bathroom. 2/89 Hammers Road Northmead last sold for $375,000 in 2008. "
147,1850470,5,3,2,557,"$907,500",Private Sale            ,Private Sale            ,Jul 1999            ,Feb 1995            ,"$175,000            ","$127,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/NNYFeec095c_U1hgDvv4lExraYFOGkSdp3ok-53lNeY1/63-nairana-drive-marayong-nsw-2148_img0.jpg,"This is a house in Marayong with 5 bedrooms and 3 bathrooms. Its postcode is 2148. The block size is 557 sqm. The last sold price we have on record for this address is $175,000 which is from July 1999. "
148,4089946,0,0,0,0, , , , , , , ,https://p360images.realestateview.com.au/default/10-12-bellevue-street-north-parramatta-nsw-2151-xl,"10/12 Bellevue Street, North Parramatta 2151 NSW is a unit. This property has 2 bedrooms and 1 bathroom. "
149,4159020,3,2,1,555,"$733,167",Private Sale            , ,Jul 2003            , ,"$340,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/PyVZbr6_-YOM5anFutPweMoTCediyuYq_p4ZkttARKY1/7-marcus-street-kings-park-nsw-2148_img0.jpg,"7 Marcus Street, Kings Park 2148 NSW is a house. This property has 3 bedrooms and 2 bathrooms. This is on a 582 sqm block of land. Last time it sold, it went for $340,000, which was in July 2003. "
150,2920698,5,2,2,546, ,Private Sale            , ,Nov 2018            , ,"$1,040,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/b_GskEyhho-0n6MY5pWoENOjdFQnu0bupkmOQ82I_q41/16-old-church-lane-prospect-nsw-2148_img0.jpg,"16 Old Church Lane, Prospect 2148 NSW is a house with 5 bedrooms and 2 bathrooms. It is on a block of land that is 548 sqm. The last sold price we have on record for this address is $587,000 which is from July 2011. "
151,3847699,4,2,2,208, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/Z8-nUY_OjnyHsZx_ubAV51YwtIRtPnSbsnQtFSyyqjU1/6-8e-myrtle-street-prospect-nsw-2148_img0.jpg,"6/8E Myrtle Street, Prospect 2148 NSW is a house with 4 bedrooms and 2 bathrooms. The land area of this property is 208 sqm. "
152,128449,4,1,2,556,"$748,333",Private Sale            , ,Sep 1985            , ,"$88,500            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/WgHZZfF_HGzihOQx64Vb9qPTEQ4VpJRJQ5ScPZ_AfQ41/120-fitzwilliam-road-toongabbie-nsw-2146_img0.jpg,"120 Fitzwilliam Road, Toongabbie 2146 NSW is a house with brick veneer walls. This property has 4 bedrooms and 1 bathroom. This is on a 556 sqm block of land. In September 1985 this property sold for $88,500. "
153,3487965,2,2,1,0, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/Ccn_01FKd_iWrrJd159G4k1jOaQJW9aHDkKkAg6XdI41/808-330-church-street-parramatta-nsw-2150_img0.jpg,"808/330 Church Street, Parramatta 2150 NSW is a unit with 2 bedrooms and 2 bathrooms. This unit previously sold for $745,000 in March 2017. "
154,4149916,3,1,1,548,"$686,667", , , , , , ,https://p360images.realestateview.com.au/default/128-madagascar-drive-kings-park-nsw-2148-xl,"128 Madagascar Drive, Kings Park 2148 NSW is a house with 3 bedrooms and 1 bathroom. The block size of this property is 557 square metres. This house last sold for $601,000 in November 2014. "
155,128455,4,1,2,591,"$758,333", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/VM6W43_aML9GxsjUMMBFXnEHzhl0I-ygPjy8FO6vQgE1/8-vianney-crescent-toongabbie-nsw-2146_img0.jpg,"This is a house in Toongabbie, 2146 with 4 bedrooms and 1 bathroom. Its land area is 591 sqm. "
156,4123392,2,1,1,0, , ,Private Sale            , ,May 2011            , ,"$220,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/HmkH5ffiX2LXBgIT5oeFcFQTAZRAC1gCrDU-_h-p7k81/74-5-griffiths-street-blacktown-nsw-2148_img0.jpg,"74/5 Griffiths Street, Blacktown 2148 NSW is a unit with 2 bedrooms and 1 bathroom. When it last sold in May 2011, it went for $220,000. "
157,3465530,3,1,2,735,"$621,167", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/he0Bu_tnI8JGMVlZk3zs5fO0hH83rfDxBrWyV1hWA5w1/40-newton-road-blacktown-nsw-2148_img0.jpg,40 Newton Road is a house in Blacktown with 3 bedrooms and 1 bathroom. Its postcode is 2148. This property is on a 735 square metre block of land. 
158,2126419,0,0,0,450,"$701,667",Private Sale            , ,Apr 2013            , ,"$310,000            ", ,https://p360images.realestateview.com.au/default/8-andre-place-blacktown-nsw-2148-xl,"8 Andre Place, Blacktown 2148 NSW is a house. This property has 5 bedrooms and 3 bathrooms. The block size of this property is 450 sqm. When it last sold in April 2013, it went for $310,000. "
159,2651318,4,1,2,652,"$741,667", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/vsCjSyHHfG4RghOjnv3sLbE9AqDSYcOXG7lWSuxUyFo1/75a-newton-road-blacktown-nsw-2148_img0.jpg,"75A Newton Road, Blacktown 2148 NSW is a house. This property has 4 bedrooms and 1 bathroom. This is on a 652 square metre block of land. According to our records, this was last sold for $427,000 in June 2010. "
160,123959,4,3,3,715,"$1,117,500", ,Private Sale            , ,Feb 1998            , ,"$27,500            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/-L0mKBDs3IAdPsFvuKPqqgnIjYLgdfZINT9roNTC1PQ1/131-north-rocks-road-north-rocks-nsw-2151_img0.jpg,"This is a house in North Rocks with 4 bedrooms and 3 bathrooms. Its postcode is 2151. This is on a 715 sqm block of land. The last sold price we have on record for this property is $186,000 which is from May 1992. "
161,3700575,4,2,3,634,"$784,667", ,Private Sale            , ,Jun 2013            , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/k62IvHx6dPqARcggcWJ3z4ppwnzM16XeHt53qcYNkFs1/140-lucas-road-seven-hills-nsw-2147_img0.jpg,"This is a house in Seven Hills, 2147 with 3 bedrooms and 1 bathroom. This property is on a 634 square metre block of land. The last sold price we have on record for 140 Lucas Road is $420,000 which is from June 2013. "
162,1363681,4,2,2,713, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/zdPX2_KZcSmhurrqDwSQRxdYFfVZl5jm2wNq_CXayos1/5-cacia-avenue-seven-hills-nsw-2147_img0.jpg,"This is a house in Seven Hills with 4 bedrooms and 2 bathrooms. Its postcode is 2147. The block size of this property is 713 square metres. 5 Cacia Avenue last sold for $355,000 in 2005. "
163,4171434,3,1,2,0, ,Auction            ,Private Sale            ,Nov 2016            ,Nov 2011            ,"$528,000            ","$329,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/6Z2NVJHwC84xV-rh6WdZF-2Kj0A-zKIj2gRdFi52kQg1/15-60-patricia-street-blacktown-nsw-2148_img0.jpg,"15/60 Patricia Street, Blacktown 2148 NSW is a unit with brick veneer walls. This property has 3 bedrooms and 1 bathroom. The last sold price we have on record for this address is $528,000 which is from November 2016. "
164,37137,3,1,1,344,"$665,000",Private Sale            , ,Oct 1993            , ,"$167,950            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/JGsbdzLiFBE-KzGFIb1hCHuZ9zboo86lzvxE43taOLI1/9-capricorn-road-kings-langley-nsw-2147_img0.jpg,"This is a house in Kings Langley with 3 bedrooms and 1 bathroom. Its postcode is 2147. The size of this block is 344 square metres. It last sold in 1993 for $167,950. "
165,4174963,2,1,1,0,"$518,000", , , , , , ,https://p360images.realestateview.com.au/default/10-91-great-western-highway-parramatta-nsw-2150-xl,"This is a unit in Parramatta, 2150 with 2 bedrooms and 1 bathroom. The last sold price we have on record for this property is $440,000 which is from September 2017. "
166,123957,4,2,2,673,"$1,249,333", ,Private Sale            , ,Feb 2009            , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/ELkaRzecbS1PybaCZsEjHN6nNU4z9Jhoj84tva6cYjQ1/11a-plymouth-avenue-north-rocks-nsw-2151_img0.jpg,"11A Plymouth Avenue, North Rocks 2151 NSW is a house. This property has 4 bedrooms and 2 bathrooms. The size of this block is 673 sqm. It was last sold in 2009 for $530,000. "
167,1995971,4,2,2,0,"$901,667",Private Sale            , ,Jul 2015            , ,"$900,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/Sh-oBMW6KoXV2ouYL28xTxrkMyqITJ_F7LbwYXChjmI1/5-calaby-street-toongabbie-nsw-2146_img0.jpg,"This is a unit in Toongabbie with 4 bedrooms and 2 bathrooms. Its postcode is 2146. According to our records, this last sold for $900,000 in July 2015. "
168,2460583,4,1,2,586, , ,Private Sale            , ,May 2003            , ,"$340,000            ",https://p360images.realestateview.com.au/default/10-gallop-grove-lalor-park-nsw-2147-xl,"10 Gallop Grove, Lalor Park 2147 NSW is a house. It has 4 bedrooms and 1 bathroom. Its block size is 586 sqm. Last time it sold, it went for $340,000, which was in May 2003. "
169,408155,1,1,1,0,"$518,333", ,Private Sale            , ,Nov 2013            , ,"$375,000            ",https://p360images.realestateview.com.au/default/7-30-32-briens-road-northmead-nsw-2152-xl,"7/30-32 Briens Road is a unit in Northmead with 1 bedroom and 1 bathroom. Its postcode is 2152. It last sold in 2013 for $375,000. "
170,3085015,3,1,3,565,"$598,167",Auction            , ,Feb 1989            , ,"$207,000            ", ,https://p360images.realestateview.com.au/default/3-walters-road-blacktown-nsw-2148-xl,"This is a house in Blacktown, 2148 with 3 bedrooms and 1 bathroom. Its block size is 565 sqm. Last time it sold, it went for $207,000, which was in February 1989. "
171,1828729,0,0,0,0,"$548,700", , , , , , ,https://p360images.realestateview.com.au/default/10-sutton-street-blacktown-nsw-2148-xl,This is a house in Blacktown with 4 bedrooms and 1 bathroom. Its postcode is 2148. The block size of this property is 566 sqm. 
172,123971,3,2,4,665,"$1,066,667",Private Sale            , ,Feb 2016            , ,"$1,015,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/vDPEQdA0xUWT2yLTMXBBej6B2I8FXPxptOHvC_kwUJ81/34-iona-avenue-north-rocks-nsw-2151_img0.jpg,"34 Iona Avenue, North Rocks 2151 NSW is a house. It has 3 bedrooms and 2 bathrooms. This property is on a 665 sqm block of land. It was last sold in 2016 for $1,015,000. "
173,3975700,2,2,1,0, ,Private Sale            ,Private Sale            ,Aug 2012            ,Jan 2010            ,"$528,000            ","$510,000            ",https://p360images.realestateview.com.au/default/1405a-8-cowper-street-parramatta-nsw-2150-xl,"1405A/8 Cowper Street, Parramatta 2150 NSW is a unit. This property has 2 bedrooms and 2 bathrooms. This last sold for $528,000 in August 2012. "
174,972325,2,2,1,0, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/-DW9FeSzfP_JQHP5yWG0sZDfL0Mai-olGsCgahXO68I1/101-111-wigram-street-harris-park-nsw-2150_img0.jpg,"101/111 Wigram Street, Harris Park 2150 NSW is a unit. It has 2 bedrooms and 2 bathrooms. This unit was last sold for $460,000 in December 2013. "
175,37146,4,2,2,705,"$962,500",Private Sale            , ,Jun 1991            , ,"$200,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/QQXx0AUywAH3lSjvYfy7oQYl3maRmWBvEOASJyCMir01/31-stainsby-avenue-kings-langley-nsw-2147_img0.jpg,"31 Stainsby Avenue is a house in Kings Langley with 4 bedrooms and 2 bathrooms. Its postcode is 2147. The block size of this property is 705 square metres. When it last sold in June 1991, it went for $200,000. "
176,128467,3,1,1,559,"$741,667", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/d_-gPh62R61MleDf87YOcNryW8r4eFZR1C8L93j0zJ81/2-greenmeadows-crescent-toongabbie-nsw-2146_img0.jpg,The size of this block is 559 sqm. 
177,1475364,2,1,0,556,"$624,667", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/94yXeGKDijAa_b1skxvmZ99_IhA2XN37Wu9CX4kNYeM1/16-bernice-street-seven-hills-nsw-2147_img0.jpg,"16 Bernice Street, Seven Hills 2147 NSW is a house. This property has 2 bedrooms and 1 bathroom. The land area of this property is 556 sqm. According to our data, this last sold for $335,000 in September 2011. "
178,2785750,3,2,2,0, ,Private Sale            , ,Nov 2018            , ,"$659,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/90NStb0tVj4zrtsS6bLVjLX2Lj7p6sn79ozy-p_iLJw1/8-227-windsor-road-northmead-nsw-2152_img0.jpg,"8/227 Windsor Road, Northmead 2152 NSW is a unit with 3 bedrooms and 2 bathrooms. According to our records, this last sold for $659,000 in November 2018. "
179,68295,2,1,1,0, ,Private Sale            , ,Aug 2018            , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/HlHyeGtTvHX12BHJxrjxcqri_C1jG7pn6jhe8EQUeCA1/64-21-29-third-avenue-blacktown-nsw-2148_img0.jpg,"64/21-29 Third Avenue, Blacktown 2148 NSW is a unit. This property has 2 bedrooms and 1 bathroom. Last time it sold, it went for $435,000, which was in 2018. "
180,324089,3,1,1,743, ,Private Sale            , ,Sep 2018            , ,"$923,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/UkOyWnmpyxUOaVDjMI_mmmPFNnPR2wkSdslKhzxWnJ01/112-north-rocks-road-north-rocks-nsw-2151_img0.jpg,"112 North Rocks Road, North Rocks 2151 NSW is a house with 3 bedrooms and 1 bathroom. The size of this block is 743 square metres. According to our records, this last sold for $923,000 in September 2018. "
181,4151532,6,2,1,550, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/s1f_uH3Pw5s0oB8TnGUYEQK9bwC0hAek-Nr85ULs5bg1/23-mimosa-avenue-toongabbie-nsw-2146_img0.jpg,"23 Mimosa Avenue, Toongabbie 2146 NSW is a house. This property has 6 bedrooms and 2 bathrooms. The land area is 561 square metres. The last time this property sold was in 1988 for $78,000. "
182,4131379,4,3,1,303, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/phCsCRCU6706Wi0CQzpAxXlSnPpfTJ4_X7ao2ANAFko1/2-mountfort-street-lalor-park-nsw-2147_img0.jpg,"2 Mountfort Street, Lalor Park 2147 NSW is a house. This property has 2 bedrooms and 1 bathroom. This property is on a 629 square metre block of land. In December 2016 this sold for $646,000. "
183,223776,2,2,1,0, ,Private Sale            , ,Sep 2018            , ,"$660,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/wevvynY9us8Vpc6pWYRp89H0x7Bwmd_EId0GBqdUvXw1/140-3-sorrell-street-parramatta-nsw-2150_img0.jpg,"140/3 Sorrell Street, Parramatta 2150 NSW is a brick veneer wall unit. This property has 2 bedrooms and 2 bathrooms. It was last sold in 2018 for $660,000. "
184,3472369,3,1,3,773,"$665,000", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/2eoJ-GeRWQ0UdZObyeggzXRM7t5ViT2JuMOKTBl_ZA41/18-francine-street-seven-hills-nsw-2147_img0.jpg,This is a house in Seven Hills with 3 bedrooms and 1 bathroom. Its postcode is 2147. Its land area is 773 square metres. 
185,4161211,3,1,2,0, ,Private Sale            ,Private Sale            ,Nov 2012            ,Jul 2005            ,"$430,000            ","$285,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/WRC2xRyejQa5mc0WrSpLgfgT3a9mC57WVKw4msTPrMY1/11-105-hammers-road-northmead-nsw-2152_img0.jpg,"11/105 Hammers Road is a unit in Northmead with 3 bedrooms and 1 bathroom. Its postcode is 2152. When it last sold in 2012, it went for $430,000. "
186,4108691,6,1,2,654,"$766,667", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/BcUNjz3a9EhsEEDrS-42oFte0FY1ZxMKHm7YnL8PEU01/12-sparkle-avenue-blacktown-nsw-2148_img0.jpg,"12 Sparkle Avenue, Blacktown 2148 NSW is a house. It has 6 bedrooms and 1 bathroom. This property is on a 654 square metre block of land. "
187,4151531,3,1,3,574, , , , , , , ,https://p360images.realestateview.com.au/default/13-memphis-crescent-toongabbie-nsw-2146-xl,The size of this block is 574 square metres. 
188,845505,0,0,0,0,"$703,333", , , , , , ,https://p360images.realestateview.com.au/default/45-budgeree-road-toongabbie-nsw-2146-xl,"45 Budgeree Road, Toongabbie 2146 NSW is a house. This property has 4 bedrooms and 2 bathrooms. "
189,1948609,3,1,4,765,"$679,333",Private Sale            ,Private Sale            ,Oct 2000            ,Jun 1995            ,"$196,000            ","$105,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/iP9OXFyX3NHs2n8w6RYVR7dbSWajB3LChbQ5W7y865I1/173-lucas-road-lalor-park-nsw-2147_img0.jpg,"173 Lucas Road, Lalor Park 2147 NSW is a house. It has 3 bedrooms and 1 bathroom. Its land area is 765 square metres. This house previously sold for $196,000 in October 2000. "
190,537521,0,0,0,0,"$1,328,333", , , , , , ,https://p360images.realestateview.com.au/default/304-330-church-street-parramatta-nsw-2150-xl,"304/330 Church Street, Parramatta 2150 NSW is a unit. This property has 1 bedroom and 1 bathroom. "
191,3975702,0,0,0,0,"$1,328,333", , , , , , ,https://p360images.realestateview.com.au/default/5006-330-church-street-parramatta-nsw-2150-xl,Its block size is 101 square metres. 
192,2902508,2,2,1,0,"$637,333", , , , , , ,https://p360images.realestateview.com.au/default/20-30-32-briens-road-northmead-nsw-2152-xl,"This is a unit in Northmead, 2152 with 2 bedrooms and 2 bathrooms. According to our records, this was last sold for $470,000 in August 2014. "
193,4077244,4,1,1,562, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/po0MwaCCXSRh2W16keim541JVuBKQ3Z1e9Y7cEdkZbg1/81-athabaska-avenue-seven-hills-nsw-2147_img0.jpg,"This is a house in Seven Hills, 2147 with 4 bedrooms and 1 bathroom. This property is on a 562 sqm block of land. According to our records, this last sold for $740,000 in June 2018. "
