,id,gnaf_address_id,street,suburb,postcode,state_code,latitude,longitude,type,land_sqm,bed,bath,car,floorplan,Unnamed: 0,Beds,Baths,Car,Lot,Valuation,SateType1,SaleType2,DateSold1,DateSold2,SoldPrice1,SoldPrice2,Picture,Blob,Street_Numb,Street_Name,Street_Suff
437,2344332,4446503,29 Marion Street,Blacktown,2148,NSW,-33.775902,150.911173,house,,2,2,1,False,437,3,2,1,0, , ,Private Sale            , ,Oct 2018            , ,"$660,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/-GCMaDMQD0ICPX_lYZlrLXXpe8gzVse8WmVHBsFIEu41/29-marion-street-blacktown-nsw-2148_img0.jpg,"29 Marion Street, Blacktown 2148 NSW is a house with 3 bedrooms and 2 bathrooms. This property is on a 660 square metre block of land. In October 2018 it sold for $660,000. ",29,Marion,Street
438,4012354,4447956,6/16 Patricia Street,Blacktown,2148,NSW,-33.791748,150.90292,unit,,2,2,0,False,438,0,0,0,0, , , , , , , ,https://p360images.realestateview.com.au/default/6-16-patricia-street-blacktown-nsw-2148-xl,"6/16 Patricia Street, Blacktown 2148 NSW is a unit with 3 bedrooms and 1 bathroom. ",6/16,Patricia,Street
439,4134414,4456159,69 Orana Avenue,Seven Hills,2147,NSW,-33.778915000000005,150.92648,land,2914.0,0,0,0,True,439,4,0,0,707,"$751,267",Private Sale            ,Private Sale            ,Jan 2006            ,Sep 1991            ,"$385,000            ","$170,000            ",https://p360images.realestateview.com.au/default/69-orana-avenue-seven-hills-nsw-2147-xl,"The size of this block is 707 sqm. Last time it sold was for $385,000, which was in 2006. ",69,Orana,Avenue
440,1721349,4456555,8/328 Seven Hills Road,Kings Langley,2147,NSW,-33.761057,150.95191,unit,188.0,1,1,1,True,440,2,1,1,0, ,Private Sale            , ,Oct 2014            , ,$360 pw            , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/_KUSwTb_SrzP8Xn7UNC_UBuGMHVCoSOFJzqlOqC_wZE1/8-328-seven-hills-road-kings-langley-nsw-2147_img0.jpg,"8/328 Seven Hills Road, Kings Langley 2147 NSW is a unit with 2 bedrooms and 1 bathroom. The last time this property sold was in 2014 for $520,000. ",8/328,Seven Hills,Road
441,2903508,4457113,57 Orana Avenue,Seven Hills,2147,NSW,-33.778774,150.92546000000002,house,,1,1,2,True,441,3,1,2,636,"$576,667",Private Sale            , ,Nov 1960            , ,"$5,500            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/zAG_61CNJ0VU6E1W6Qy1i9dQimGtQiVn2Lf_Qt_w5Fg1/57-orana-avenue-seven-hills-nsw-2147_img0.jpg,This is a house in Seven Hills with 3 bedrooms and 1 bathroom. Its postcode is 2147. The block size is 636 sqm. ,57,Orana,Avenue
442,4163987,4458387,5/25 Fox Hills Crescent,Toongabbie,2146,NSW,-33.80359,150.92961,house,341.0,1,1,2,True,442,0,0,0,0,"$611,333", , , , , , ,https://p360images.realestateview.com.au/default/5-25-fox-hills-crescent-toongabbie-nsw-2146-xl,This property is on a 336 sqm block of land. ,5/25,Fox Hills,Crescent
443,2884590,4464537,1203/140 Church St,Parramatta,2150,NSW,-33.817859999999996,151.00398,unit,,1,1,1,True,443,0,0,0,0, , , , , , , ,https://p360images.realestateview.com.au/default/1203-140-church-street-parramatta-nsw-2150-xl,"This is a unit in Parramatta, 2150 with 1 bedroom and 1 bathroom. ",1203/140,Church,Street
444,3929435,4477700,10 Mariko Place,Blacktown,2148,NSW,-33.787106,150.88506,house,,1,1,2,False,444,3,1,2,489,"$627,667",Private Sale            ,Private Sale            ,May 2005            ,Dec 1997            ,"$405,000            ","$92,500            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/1IyrzTOwxxD5CcE8pcnbE1oAhD-UzUkPkX21gTZN6Cw1/10-mariko-place-blacktown-nsw-2148_img0.jpg,"10 Mariko Place, Blacktown 2148 NSW is a house with 3 bedrooms and 1 bathroom. It is on a block of land that is 489 sqm. According to our data, this last sold for $405,000 in May 2005. ",10,Mariko,Place
445,2530021,4485148,25 Dagmar Crescent,Blacktown,2148,NSW,-33.776888,150.89761000000001,house,599.0,2,2,1,True,445,3,2,1,599,"$674,000", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/xi9UelsVeRy7trVoAPfKTIrlVk9b4Kt11_AUJ4HAhXI1/25-dagmar-crescent-blacktown-nsw-2148_img0.jpg,This is a house in Blacktown with 3 bedrooms and 2 bathrooms. Its postcode is 2148. This property is on a 599 square metre block of land. ,25,Dagmar,Crescent
446,3100744,4494523,31/36 Albert Street,North Parramatta,2151,NSW,-33.803290000000004,151.006628,unit,,2,2,2,True,446,2,2,2,0, , , , , , , ,https://p360images.realestateview.com.au/default/31-36-albert-street-north-parramatta-nsw-2151-xl,"31/36 Albert Street, North Parramatta 2151 NSW is a unit with 2 bedrooms and 2 bathrooms. ",31/36,Albert,Street
447,214313,4517770,13 Camellia Place,Lalor Park,2147,NSW,-33.75589,150.92229,house,309.0,2,2,2,True,447,4,2,2,309, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/G0XER9P-PTnGjFHDsnUTQy9otIRjHSGzXnr3HTCDBoQ1/13-camellia-place-lalor-park-nsw-2147_img0.jpg,"13 Camellia Place, Lalor Park 2147 NSW is a house with 4 bedrooms and 2 bathrooms. It is on a block of land that is 309 sqm. In June 2011 it sold for $454,000. ",13,Camellia,Place
448,4069350,4521993,43 Baron Close,Kings Langley,2147,NSW,-33.748264,150.9264,house,712.0,3,3,2,True,448,6,3,2,713,"$1,025,000",Private Sale            ,Private Sale            ,Apr 2007            ,Apr 1993            ,"$663,000            ","$133,490            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/yVbJaCmHWpAciGlfmmuWM3QbF64tNTRpDgNtfzyZdV41/43-baron-close-kings-langley-nsw-2147_img0.jpg,"This is a house in Kings Langley, 2147 with 6 bedrooms and 3 bathrooms. The block size of this property is 713 sqm. The last sold price we have on record for this property is $663,000 which is from April 2007. ",43,Baron,Close
449,1507622,4554772,10 Quakers Road,Marayong,2148,NSW,-33.74653,150.89854,house,531.0,1,1,0,True,449,2,1,0,525,"$581,167", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/O3RB8Vg3K1GG8CmDFD5UtrWGfGW2NmHF07-WZEqcAyo1/10-quakers-road-marayong-nsw-2148_img0.jpg,This is a house in Marayong with 2 bedrooms and 1 bathroom. Its postcode is 2148. The block size of this property is 525 square metres. ,10,Quakers,Road
450,216237,4562211,46 Wall Park Avenue,Seven Hills,2147,NSW,-33.777178,150.927684,house,620.0,2,2,3,True,450,4,1,2,559,"$756,000", ,Private Sale            , ,Sep 2011            , ,"$488,000            ",https://p360images.realestateview.com.au/default/46-wall-park-avenue-seven-hills-nsw-2147-xl,"46 Wall Park Avenue is a house in Seven Hills with 4 bedrooms and 1 bathroom. Its postcode is 2147. The block size is 598 sqm. This house last sold for $488,000 in September 2011. ",46,Wall Park,Avenue
451,4156272,4563139,20 Ashcott Street,Kings Langley,2147,NSW,-33.752148,150.92775,house,696.0,2,2,2,True,451,4,2,2,690,"$952,500",Private Sale            ,Private Sale            ,Apr 2016            ,Oct 2008            ,"$795,000            ","$420,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/Nm61zUXrcxYSAbAdgN0kINzUSH5kxb1Zl50QDovsKPs1/20-ashcott-street-kings-langley-nsw-2147_img0.jpg,"20 Ashcott Street, Kings Langley 2147 NSW is a house. This property has 4 bedrooms and 2 bathrooms. It is on a block of land that is 690 sqm. When it last sold in 2016, it went for $795,000. ",20,Ashcott,Street
452,214312,4574611,143 Lucas Road,Lalor Park,2147,NSW,-33.767032,150.92681299999998,house,,1,1,1,True,452,3,1,0,730,"$634,333", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/eOoDE3e-4YuT5eooK4jBKdmgCkuufH0tA9TIcZgWH681/143-lucas-road-lalor-park-nsw-2147_img0.jpg,"143 Lucas Road, Lalor Park 2147 NSW is a house. It has 3 bedrooms and 1 bathroom. This is on a 730 sqm block of land. ",143,Lucas,Road
453,223796,4577021,202C/3 Broughton Street,Parramatta,2150,NSW,-33.814336,151.018704,unit,,2,2,1,True,453,2,2,1,0,"$630,000",Private Sale            , ,Jul 2018            , ,"$629,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/ZrO5G_eDONAou-019HvNEaRXLLyDf_Lu_cDVwVtR2Rg1/202c-3-broughton-street-parramatta-nsw-2150_img0.jpg,"This is a unit in Parramatta with 2 bedrooms and 2 bathrooms. Its postcode is 2150. According to our data, this was last sold for $629,000 in July 2018. ",202C/3,Broughton,Street
454,223901,4579774,162/109-113 George Street,Parramatta,2150,NSW,-33.81563,151.01021,unit,,1,1,1,True,454,1,1,1,0,"$436,667", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/ElXwG0uCuWgDmgBsEh-iKNMaxV-_j3SHM4_t_fAC6ic1/162-109-113-george-street-parramatta-nsw-2150_img0.jpg,162/109-113 George Street is a unit in Parramatta with 1 bedroom and 1 bathroom. Its postcode is 2150. ,162/109-113,George,Street
455,1491902,4592693,1/20 Davies Street,North Parramatta,2151,NSW,-33.792393,151.004616,unit,,1,1,2,True,455,2,1,2,0, ,Private Sale            , ,Oct 2014            , ,"$573,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/Y2ehMe-0_TQpVBIyjvcHURMwozt5FDEAH06Iojzf_MY1/1-20-davies-street-north-parramatta-nsw-2151_img0.jpg,"1/20 Davies Street, North Parramatta 2151 NSW is a unit. It has 2 bedrooms and 1 bathroom. According to our records, this last sold for $573,000 in October 2014. ",1/20,Davies,Street
456,4145971,4592807,10 Grose Place,Seven Hills,2147,NSW,-33.792970000000004,150.93059,house,600.0,1,1,2,True,456,3,1,2,594, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/6FK9uKF7vF_Z8kHCV3M4Lt1sG0AJ2DqwZbEb15w5y5o1/10-grose-place-seven-hills-nsw-2147_img0.jpg,"10 Grose Place, Seven Hills 2147 NSW is a house. It has 3 bedrooms and 1 bathroom. It is on a block of land that is 594 sqm. ",10,Grose,Place
457,3303490,4615914,5/211 Stephen Street,Blacktown,2148,NSW,-33.768322999999995,150.919015,unit,227.0,2,2,2,True,457,4,2,2,0, ,Private Sale            , ,Dec 2018            , ,"$635,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/GLKcOikkAaeO4Rm2xwZ6BXPyoZDxt-uwNw3mh1D8_zo1/5-211-stephen-street-blacktown-nsw-2148_img0.jpg,"This is a unit in Blacktown, 2148 with 4 bedrooms and 2 bathrooms. In December 2018 this property sold for $635,000. ",5/211,Stephen,Street
458,4092480,4656788,13 Eggleton Street,Blacktown,2148,NSW,-33.748657,150.919723,house,562.0,1,1,3,True,458,3,1,3,569,"$633,333",Auction            , ,May 2018            , ,"$635,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/u3LXqbnCYPJHooqgzZFM9C0KxrtB462gSmzET5-WETM1/13-eggleton-street-blacktown-nsw-2148_img0.jpg,"13 Eggleton Street, Blacktown 2148 NSW is a house with 3 bedrooms and 1 bathroom. Its land area is 569 sqm. This house was last sold for $635,000 in May 2018. ",13,Eggleton,Street
459,3803119,4664930,1/66 Belmore Street,North Parramatta,2151,NSW,-33.800323,151.01546000000002,unit,,2,2,1,True,459,3,2,1,0,"$723,363", ,Private Sale            , ,Sep 2015            , ,"$795,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/mV5P_uDCf6CASlxEibbhbPg1c8CLFwgApM-VOZhSUsQ1/1-66-belmore-street-north-parramatta-nsw-2151_img0.jpg,"This is a unit in North Parramatta, 2151 with 3 bedrooms and 2 bathrooms. According to our records, this last sold for $851,000 in October 2016. ",1/66,Belmore,Street
460,214289,4675828,11 Venn Avenue,Lalor Park,2147,NSW,-33.757857,150.923358,house,,1,1,2,True,460,0,0,0,348,"$661,667",Private Sale            ,Private Sale            ,Aug 2002            ,Jul 1999            ,"$319,000            ","$93,000            ",https://p360images.realestateview.com.au/default/11-venn-avenue-lalor-park-nsw-2147-xl,"The land area of this property is 348 sqm. Last time it sold, it went for $319,000, which was in 2002. ",11,Venn,Avenue
461,68387,4681211,29 Mort Street,Blacktown,2148,NSW,-33.760822999999995,150.919105,house,556.0,2,2,0,True,461,3,2,0,564,"$689,333", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/T8cZfHGnsWHoAeG7Of7DXapJpRt0J6QOFiY326JHfAg1/29-mort-street-blacktown-nsw-2148_img0.jpg,"This is a house in Blacktown, 2148 with 3 bedrooms and 2 bathrooms. The size of this block is 564 sqm. It was last sold in 2018 for $670,000. ",29,Mort,Street
462,4085195,4690979,10 Gilmore Road,Lalor Park,2147,NSW,-33.757529999999996,150.930227,house,556.0,1,1,1,True,462,3,1,1,558,"$681,667",Private Sale            , ,Dec 2015            , ,"$550,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/Ur7yNQ6CUKhqjmJfeJsnWExB2Zyk0xF_b1euXxHtk601/10-gilmore-road-lalor-park-nsw-2147_img0.jpg,"10 Gilmore Road, Lalor Park 2147 NSW is a house. It has 3 bedrooms and 1 bathroom. This property is on a 558 sqm block of land. Last time it sold, it went for $550,000, which was in November 2015. ",10,Gilmore,Road
463,855122,4717335,5 Panaview Crescent,North Rocks,2151,NSW,-33.777664,151.029496,house,695.0,4,4,3,True,463,5,4,3,704,"$1,501,833", , , , , , ,https://p360images.realestateview.com.au/default/5-panaview-crescent-north-rocks-nsw-2151-xl,"5 Panaview Crescent, North Rocks 2151 NSW is a house with 5 bedrooms and 4 bathrooms. This property is on a 704 sqm block of land. ",5,Panaview,Crescent
464,2146041,4723015,7 Collett Parade,Parramatta,2150,NSW,-33.805923,151.02238,house,,2,2,2,True,464,3,2,2,515, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/TBRU5aHv8ukIlKiY-TSYvHb9OVssrvpXly8y3-zClPQ1/7-collett-parade-parramatta-nsw-2150_img0.jpg,"7 Collett Parade, Parramatta 2150 NSW is a house with 3 bedrooms and 2 bathrooms. This property is on a 515 square metre block of land. It was last sold in January 2006 for $428,000. ",7,Collett,Parade
465,568750,4726780,2/7F Parkes Street,Harris Park,2150,NSW,-33.819363,151.00847,unit,,1,1,1,True,465,1,1,1,0,"$518,333", ,Private Sale            , ,Sep 2014            , ,"$293,000            ",https://p360images.realestateview.com.au/default/2-7f-parkes-street-harris-park-nsw-2150-xl,"2/7F Parkes Street, Harris Park 2150 NSW is a unit. It has 1 bedroom and 1 bathroom. According to our data, this last sold for $293,000 in September 2014. ",2/7F,Parkes,Street
466,4126486,4734099,21 Caird Place,Seven Hills,2147,NSW,-33.768353000000005,150.94203000000002,house,552.0,2,2,1,True,466,4,2,1,538,"$962,500", ,Private Sale            , ,Aug 1997            , ,"$217,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/RiDp3cdX1rtYRujiB2gplFvcxkYRXMIeg6_bABZ2aGk1/21-caird-place-seven-hills-nsw-2147_img0.jpg,"21 Caird Place, Seven Hills 2147 NSW is a house with 4 bedrooms and 2 bathrooms. The block size of this property is 538 sqm. This last sold for $217,000 in August 1997. ",21,Caird,Place
467,338363,4740921,19 Chester Street,Blacktown,2148,NSW,-33.767355,150.894891,house,,2,2,2,True,467,4,2,2,792,"$704,776", ,Private Sale            , ,Jul 2018            , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/9EIDMt0ekm5nCdiKMiyHLHZdTfZpc9Eu52O5iPFdCDg1/19-chester-street-blacktown-nsw-2148_img0.jpg,"19 Chester Street, Blacktown 2148 NSW is a house with 4 bedrooms and 2 bathrooms. The size of this block is 792 square metres. This house was last sold for $825,000 in July 2018. ",19,Chester,Street
468,574499,4761646,18 Metella Road,Toongabbie,2146,NSW,-33.788309999999996,150.94612,house,3617.0,1,1,1,False,468,3,1,1,3618, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/71qBXWbNj-d8lHLqRIfGMTQkd3ANTH_m2DtjeG2Yzds1/18-metella-road-toongabbie-nsw-2146_img0.jpg,"18 Metella Road, Toongabbie 2146 NSW is a house. It has 3 bedrooms and 1 bathroom. The size of this block is 3617 square metres. ",18,Metella,Road
469,51118,4797781,17/18-24 Murray Street,Northmead,2152,NSW,-33.787222,150.996346,unit,,1,1,1,True,469,1,1,1,0, ,Private Sale            , ,Jul 2018            , ,$450 pw            , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/rV6ikZW4z6IycQ7U9q_E-n0FEO0LFYSrLa4HELOPqhw1/17-18-24-murray-street-northmead-nsw-2152_img0.jpg,"17/18-24 Murray Street, Northmead 2152 NSW is a unit with 1 bedroom and 1 bathroom. In July 2018 it sold for $520,000. ",17/18-24,Murray,Street
470,1852671,4807670,51/45 BUNGARRIBEE ROAD,Blacktown,2148,NSW,-33.777640000000005,150.9184,unit,,2,2,1,True,470,3,2,1,0, ,Private Sale            ,Private Sale            ,Apr 2017            ,Dec 2011            ,"$525,000            ","$318,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/H69oOjUp_3h_sL6c7etND2Igk2MzQlI-_dYuKMR3lUw1/51-45-bungarribee-road-blacktown-nsw-2148_img0.jpg,"This is a unit in Blacktown with 3 bedrooms and 2 bathrooms. Its postcode is 2148. This unit previously sold for $525,000 in April 2017. ",51/45,BUNGARRIBEE,Road
471,2394745,4814187,6/152 Good Street,Harris Park,2150,NSW,-33.821156,151.01358000000002,unit,,1,1,1,True,471,2,1,1,0,"$455,000", ,Private Sale            , ,Nov 2015            , ,"$431,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/lHS7qdxrOR9zWXenM1Ncph2r-6psORfoMCvNJAMPXbI1/6-152-good-street-harris-park-nsw-2150_img0.jpg,"6/152 Good Street, Harris Park 2150 NSW is a unit. It has 2 bedrooms and 1 bathroom. According to our data, this last sold for $431,000 in November 2015. ",6/152,Good,Street
472,1458240,4824791,3/59-61 Balmoral Street,Blacktown,2148,NSW,-33.77625,150.90242,unit,,2,2,2,True,472,2,2,2,0, , ,Private Sale            , ,Mar 2014            , , ,https://p360images.realestateview.com.au/default/3-59-61-balmoral-street-blacktown-nsw-2148-xl,"This is a unit in Blacktown with 2 bedrooms and 2 bathrooms. Its postcode is 2148. The last time this property sold was in 2014 for $406,000. ",3/59-61,Balmoral,Street
473,1610290,4831633,7/42 Wigram Street,Harris Park,2150,NSW,-33.823651,151.008275,unit,,1,1,1,True,473,2,1,1,0, , ,Private Sale            , ,Sep 2018            , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/RmqOZR0PahvAbVJ4XWU11bIJwRoM4QClc_nQNS_uGgw1/7-42-wigram-street-harris-park-nsw-2150_img0.jpg,"7/42 Wigram Street, Harris Park 2150 NSW is a unit. It has 2 bedrooms and 1 bathroom. Our records show that this was last sold in 2018 for $425,000. ",7/42,Wigram,Street
474,4159754,4842659,221 North Rocks Road,North Rocks,2151,NSW,-33.7743,151.01619,unit,,2,2,1,True,474,2,2,1,0, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/r3HIHxPeYg2fxOJV5N66VIXSrcCBQeZHrIxmBUdCUxM1/221-north-rocks-road-north-rocks-nsw-2151_img0.jpg,It is on a block of land that is 9913 sqm. ,221,North Rocks,Road
475,855816,4845132,65 Picasso Crescent,Old Toongabbie,2146,NSW,-33.784692,150.969414,house,556.0,2,2,2,True,475,4,2,2,565,"$918,667",Private Sale            ,Private Sale            ,Jul 2018            ,Mar 2007            ,"$852,000            ","$425,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/OqJIPRO-iBFlYu8tGX8CFeD2mYq7jkErByaU802xtck1/65-picasso-crescent-old-toongabbie-nsw-2146_img0.jpg,"65 Picasso Crescent is a house in Old Toongabbie with 4 bedrooms and 2 bathrooms. Its postcode is 2146. This property is on a 565 square metre block of land. In March 2007 it sold for $425,000. ",65,Picasso,Crescent
476,3883795,4849024,37 Valeria Street,Toongabbie,2146,NSW,-33.783773,150.946484,house,569.0,1,1,1,True,476,3,1,1,571, ,Private Sale            ,Private Sale            ,Dec 2018            ,Aug 1994            ,"$103,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/FsdvJWd0yQb7yYNkS-Q9CMQa9gw8DqbbLEw6B9Hn4R81/37-valeria-street-toongabbie-nsw-2146_img0.jpg,"37 Valeria Street, Toongabbie 2146 NSW is a house. This property has 3 bedrooms and 1 bathroom. Its land area is 571 square metres. This house previously sold for $103,000 in August 1994. ",37,Valeria,Street
477,4083413,4852507,5 Hicks Place,Kings Langley,2147,NSW,-33.752122,150.939251,house,700.0,2,2,2,True,477,5,2,2,725,"$906,667", ,Private Sale            , ,Mar 2007            , ,"$430,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/4XtpnM2-o5PYMhNNXdS-woLIa0Hbe6yDnX1ua7ncQAs1/5-hicks-place-kings-langley-nsw-2147_img0.jpg,"5 Hicks Place, Kings Langley 2147 NSW is a house with 5 bedrooms and 2 bathrooms. The size of this block is 725 square metres. Last time it sold was for $956,500, which was in May 2018. ",5,Hicks,Place
478,3952717,4855045,3/40-44 Brickfield Street,North Parramatta,2151,NSW,-33.801414,151.01105,unit,,2,2,1,True,478,0,0,0,0, ,Private Sale            , ,Dec 2004            , ,"$395,000            ", ,https://p360images.realestateview.com.au/default/3-40-44-brickfield-street-north-parramatta-nsw-2151-xl,"In December 2004 this home sold for $395,000. ",3/40-44,Brickfield,Street
479,1277630,4880166,11 Carter Street,Seven Hills,2147,NSW,-33.780003,150.94647,house,1574.0,1,1,2,True,479,3,1,1,0, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/9rq3cZg95kLMRIMy8bEOY4BSvVjxq6FvenBq_s473vw1/11-carter-street-seven-hills-nsw-2147_img0.jpg,11 Carter Street is a house in Seven Hills with 3 bedrooms and 1 bathroom. Its postcode is 2147. The size of this block is 1569 sqm. ,11,Carter,Street
480,1183172,4903666,38 Madeira Avenue,Kings Langley,2147,NSW,-33.752918,150.929914,house,696.0,1,1,4,True,480,3,1,4,738,"$681,667", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/nss6zcabgErBt053JbDphkOVDHLBBczHdfOsWoFjfME1/38-madeira-avenue-kings-langley-nsw-2147_img0.jpg,"38 Madeira Avenue, Kings Langley 2147 NSW is a house. This property has 3 bedrooms and 1 bathroom. It is on a block of land that is 738 square metres. ",38,Madeira,Avenue
481,68334,4911061,23/307 Flushcombe Road,Blacktown,2148,NSW,-33.793624,150.904102,unit,,2,2,1,True,481,3,1,1,0, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/5gMDU14SKMghivVlNOJ7rGd8XMjEFj-q7GDwN-wtgvE1/23-307-flushcombe-road-blacktown-nsw-2148_img0.jpg,"23/307 Flushcombe Road, Blacktown 2148 NSW is a house with 3 bedrooms and 2 bathrooms. ",23/307,Flushcombe,Road
482,37135,4937911,11 Tunley Place,Kings Langley,2147,NSW,-33.740047,150.920759,house,691.0,2,2,2,True,482,3,2,2,727,"$745,833",Private Sale            ,Private Sale            ,Aug 2013            ,Jan 2006            ,"$625,000            ","$475,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/HedisDgFeAPfpT7tej8-mA9BDsk9nbQTYaq0lhp-UV41/11-tunley-place-kings-langley-nsw-2147_img0.jpg,"This is a house in Kings Langley, 2147 with 3 bedrooms and 2 bathrooms. The land area is 727 square metres. It was last sold in August 2013 for $625,000. ",11,Tunley,Place
483,1428932,4951891,5/130 Aliberti Drive,Blacktown,2148,NSW,-33.788678999999995,150.889375,unit,,3,3,2,True,483,3,3,2,0, , , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/thqbRxcKBcD5MB1fmJYEPd4WiAWymy2h0Qo6XBbyVss1/5-130-aliberti-drive-blacktown-nsw-2148_img0.jpg,"5/130 Aliberti Drive is a unit in Blacktown with 4 bedrooms and 3 bathrooms. Its postcode is 2148. The last time this property sold was in August 2005 for $414,675. ",5/130,Aliberti,Drive
484,68354,4952265,137A Kildare Road,Blacktown,2148,NSW,-33.768784000000004,150.89215,house,,3,3,2,False,484,5,3,2,318,"$856,000", ,Private Sale            , ,Nov 2012            , ,"$535,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/dXUie_1ItAtZfarvdkUS2bKSFJEyS0MhjOA3Mq0EmAY1/137a-kildare-road-blacktown-nsw-2148_img0.jpg,"137A Kildare Road, Blacktown 2148 NSW is a house with 5 bedrooms and 3 bathrooms. It is on a block of land that is 322 square metres. When it last sold in November 2012, it went for $535,000. ",137A,Kildare,Road
485,223958,4958736,189 Macquarie Street,Parramatta,2150,NSW,-33.81722,151.00961,unit,,2,2,1,True,485,2,2,1,0, ,Private Sale            , ,Jun 1991            , ,"$5,000,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/fzkrIg9kp8bZA1j2TTRzBarJBeOSt2Hr3NeIqYreBWw1/189-macquarie-street-parramatta-nsw-2150_img0.jpg,"189 Macquarie Street is a unit in Parramatta with 2 bedrooms and 2 bathrooms. Its postcode is 2150. It was last sold in 1991 for $5,000,000. ",189,Macquarie,Street
486,3335545,4969177,5 Rawton Avenue,Northmead,2152,NSW,-33.790478,150.99141,house,607.0,2,2,2,False,486,3,2,2,612,"$885,833", , , , , , ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/oYTyOzOZJ9RITIAS2cMXjkF95YnA0KDLhvBGrOBNl3w1/5-rawton-avenue-northmead-nsw-2152_img0.jpg,"5 Rawton Avenue, Northmead 2152 NSW is a house. This property has 3 bedrooms and 2 bathrooms. This is on a 612 square metre block of land. This house previously sold for $292,000 in February 2000. ",5,Rawton,Avenue
487,4077242,4974596,6 Lorraine Street,Seven Hills,2147,NSW,-33.768879999999996,150.940178,house,746.0,2,2,2,True,487,6,2,2,752,"$858,833",Private Sale            , ,Jun 2018            , ,"$870,000            ", ,https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/7cNVVDspXVZAwc3VaR6OOs2X7QU6Ldxr0v2HC5Y2ApQ1/6-lorraine-street-seven-hills-nsw-2147_img0.jpg,"6 Lorraine Street is a house in Seven Hills with 6 bedrooms and 2 bathrooms. Its postcode is 2147. This property is on a 746 square metre block of land. When it last sold in June 2018, it went for $870,000. ",6,Lorraine,Street
488,123961,4977499,17 Becky Avenue,North Rocks,2151,NSW,-33.774873,151.026658,house,701.0,3,3,4,True,488,5,3,3,665,"$1,490,333",Private Sale            ,Private Sale            ,Sep 1999            ,Nov 1996            ,"$342,500            ","$250,000            ",https://s3-ap-southeast-2.amazonaws.com/view-property-360-images/VeauPaPL3BHLDDALP2iUIiXFtmRMkenupcXUGx56uQQ1/17-becky-avenue-north-rocks-nsw-2151_img0.jpg,"This is a house in North Rocks with 5 bedrooms and 3 bathrooms. Its postcode is 2151. Its block size is 665 square metres. Last time it sold was for $342,500, which was in September 1999. ",17,Becky,Avenue
